DATE,UPDATED_AT,STRESS_SCORE,CALCULATION_FAILED
2025-04-18T00:00:00,2025-04-18T15:13:37.124,68,false
2025-04-19T00:00:00,2025-04-19T15:31:49.228,74,false
2025-04-20T00:00:00,2025-04-20T15:50:44.781,70,false
2025-04-21T00:00:00,2025-04-21T15:34:17.021,68,false
2025-04-22T00:00:00,2025-04-22T16:01:37.338,71,false
2025-04-23T00:00:00,2025-04-23T16:12:43.106,80,false
2025-04-24T00:00:00,2025-04-24T16:50:46.901,79,false
2025-04-25T00:00:00,2025-04-26T03:47:29.968,74,false
2025-04-26T00:00:00,2025-04-26T15:52:56.718,83,false
2025-04-27T00:00:00,2025-04-27T17:18:43.511,76,false
2025-04-28T00:00:00,2025-05-03T05:33:09.143,65,false
2025-04-29T00:00:00,2025-05-03T05:33:09.999,0,true
2025-04-30T00:00:00,2025-05-03T05:33:10.641,0,true
2025-05-01T00:00:00,2025-05-03T05:33:10.982,77,false
2025-05-02T00:00:00,2025-05-03T05:33:11.253,67,false
2025-05-03T00:00:00,2025-05-03T15:22:14.94,77,false
2025-05-04T00:00:00,2025-05-05T17:04:29.027,74,false
2025-05-05T00:00:00,2025-05-05T17:04:29.204,71,false
2025-05-06T00:00:00,2025-05-06T12:16:28.095,78,false
2025-05-07T00:00:00,2025-05-07T11:22:01.354,81,false
2025-05-08T00:00:00,2025-05-08T11:59:13.816,79,false
2025-05-09T00:00:00,2025-05-09T13:23:41.273,78,false
2025-05-10T00:00:00,2025-05-10T15:27:21.795,87,false
2025-05-11T00:00:00,2025-05-11T14:56:24.761,96,false
2025-05-12T00:00:00,2025-05-12T15:20:56.896,82,false
2025-05-13T00:00:00,2025-05-13T13:27:33.924,81,false
2025-05-14T00:00:00,2025-05-14T11:22:25.039,76,false
2025-05-15T00:00:00,2025-05-15T15:42:54.777,82,false
2025-05-16T00:00:00,2025-05-16T14:08:31.434,80,false
2025-05-17T00:00:00,2025-05-17T15:22:17.802,84,false
2025-05-18T00:00:00,2025-05-18T17:30:13.184,79,false
2025-05-19T00:00:00,2025-05-19T12:05:05.365,78,false
2025-05-20T00:00:00,2025-05-20T14:21:42.684,77,false
2025-05-21T00:00:00,2025-05-21T11:21:30.364,75,false
2025-05-22T00:00:00,2025-05-22T12:45:38.914,73,false
2025-05-27T00:00:00,2025-05-29T18:33:54.562,80,false
2025-05-28T00:00:00,2025-05-29T18:33:55.008,74,false
2025-05-29T00:00:00,2025-05-29T18:33:55.487,0,true
2025-05-30T00:00:00,2025-05-30T15:17:07.658,79,false
2025-05-31T00:00:00,2025-05-31T16:28:56.83,77,false
2025-06-01T00:00:00,2025-06-01T16:19:06.35,77,false
2025-06-02T00:00:00,2025-06-02T16:11:55.013,77,false
2025-06-03T00:00:00,2025-06-03T12:21:57.609,75,false
2025-06-04T00:00:00,2025-06-05T03:32:37.364,73,false
2025-06-05T00:00:00,2025-06-05T12:00:27.305,71,false
2025-06-06T00:00:00,2025-06-06T13:23:29.992,74,false
2025-06-07T00:00:00,2025-06-07T13:29:55.441,75,false
2025-06-09T00:00:00,2025-06-09T23:30:23.817,77,false
2025-06-08T00:00:00,2025-06-09T23:30:26.507,77,false
2025-06-10T00:00:00,2025-06-10T12:33:32.299,78,false
2025-06-11T00:00:00,2025-06-11T11:23:59.174,75,false
2025-06-12T00:00:00,2025-06-12T11:26:58.733,73,false
2025-06-13T00:00:00,2025-06-13T13:40:27.002,77,false
