timestamp,level
2025-04-08T01:25:00Z,LIGHTLY_ACTIVE
2025-04-08T01:26:00Z,LIGHTLY_ACTIVE
2025-04-08T01:27:00Z,LIGHTLY_ACTIVE
2025-04-08T01:28:00Z,LIGHTLY_ACTIVE
2025-04-08T01:29:00Z,LIGHTLY_ACTIVE
2025-04-08T01:30:00Z,LIGHTLY_ACTIVE
2025-04-08T01:31:00Z,MODERATELY_ACTIVE
2025-04-08T01:32:00Z,LIGHTLY_ACTIVE
2025-04-08T01:33:00Z,SEDENTARY
2025-04-08T01:34:00Z,SEDENTARY
2025-04-08T01:35:00Z,SEDENTARY
2025-04-08T01:36:00Z,LIGHTLY_ACTIVE
2025-04-08T01:37:00Z,MODERATELY_ACTIVE
2025-04-08T01:38:00Z,LIGHTLY_ACTIVE
2025-04-08T01:39:00Z,SEDENTARY
2025-04-08T02:17:00Z,LIGHTLY_ACTIVE
2025-04-08T02:21:00Z,MODERATELY_ACTIVE
2025-04-08T02:22:00Z,LIGHTLY_ACTIVE
2025-04-08T02:27:00Z,SEDENTARY
2025-04-08T02:30:00Z,SEDENTARY
2025-04-08T02:31:00Z,SEDENTARY
2025-04-08T02:32:00Z,SEDENTARY
2025-04-08T02:33:00Z,LIGHTLY_ACTIVE
2025-04-08T02:34:00Z,LIGHTLY_ACTIVE
2025-04-08T02:35:00Z,SEDENTARY
2025-04-08T03:54:00Z,SEDENTARY
2025-04-08T03:59:00Z,SEDENTARY
2025-04-08T04:04:00Z,SEDENTARY
2025-04-08T04:08:00Z,SEDENTARY
2025-04-08T04:16:00Z,LIGHTLY_ACTIVE
2025-04-08T04:17:00Z,LIGHTLY_ACTIVE
2025-04-08T04:54:00Z,LIGHTLY_ACTIVE
2025-04-08T04:55:00Z,MODERATELY_ACTIVE
2025-04-08T04:56:00Z,MODERATELY_ACTIVE
2025-04-08T04:57:00Z,VERY_ACTIVE
2025-04-08T04:58:00Z,MODERATELY_ACTIVE
2025-04-08T04:59:00Z,MODERATELY_ACTIVE
2025-04-08T05:00:00Z,MODERATELY_ACTIVE
2025-04-08T05:01:00Z,VERY_ACTIVE
2025-04-08T05:02:00Z,MODERATELY_ACTIVE
2025-04-08T05:03:00Z,MODERATELY_ACTIVE
2025-04-08T05:04:00Z,MODERATELY_ACTIVE
2025-04-08T05:05:00Z,VERY_ACTIVE
2025-04-08T05:06:00Z,VERY_ACTIVE
2025-04-08T05:07:00Z,VERY_ACTIVE
2025-04-08T05:08:00Z,VERY_ACTIVE
2025-04-08T05:09:00Z,VERY_ACTIVE
2025-04-08T05:10:00Z,VERY_ACTIVE
2025-04-08T05:11:00Z,VERY_ACTIVE
2025-04-08T05:12:00Z,VERY_ACTIVE
2025-04-08T05:13:00Z,MODERATELY_ACTIVE
2025-04-08T05:14:00Z,VERY_ACTIVE
2025-04-08T05:15:00Z,VERY_ACTIVE
2025-04-08T05:16:00Z,VERY_ACTIVE
2025-04-08T05:17:00Z,VERY_ACTIVE
2025-04-08T05:18:00Z,VERY_ACTIVE
2025-04-08T05:19:00Z,VERY_ACTIVE
2025-04-08T05:20:00Z,VERY_ACTIVE
2025-04-08T05:21:00Z,VERY_ACTIVE
2025-04-08T05:22:00Z,VERY_ACTIVE
2025-04-08T05:23:00Z,VERY_ACTIVE
2025-04-08T05:24:00Z,MODERATELY_ACTIVE
2025-04-08T05:25:00Z,LIGHTLY_ACTIVE
2025-04-08T05:26:00Z,LIGHTLY_ACTIVE
2025-04-08T05:27:00Z,LIGHTLY_ACTIVE
2025-04-08T05:28:00Z,MODERATELY_ACTIVE
2025-04-08T05:29:00Z,MODERATELY_ACTIVE
2025-04-08T05:30:00Z,MODERATELY_ACTIVE
2025-04-08T05:31:00Z,MODERATELY_ACTIVE
2025-04-08T05:32:00Z,MODERATELY_ACTIVE
2025-04-08T05:33:00Z,MODERATELY_ACTIVE
2025-04-08T05:34:00Z,MODERATELY_ACTIVE
2025-04-08T05:35:00Z,MODERATELY_ACTIVE
2025-04-08T05:36:00Z,MODERATELY_ACTIVE
2025-04-08T05:37:00Z,MODERATELY_ACTIVE
2025-04-08T05:38:00Z,MODERATELY_ACTIVE
2025-04-08T05:39:00Z,LIGHTLY_ACTIVE
2025-04-08T05:40:00Z,MODERATELY_ACTIVE
2025-04-08T05:41:00Z,MODERATELY_ACTIVE
2025-04-08T05:42:00Z,MODERATELY_ACTIVE
2025-04-08T05:43:00Z,MODERATELY_ACTIVE
2025-04-08T05:44:00Z,MODERATELY_ACTIVE
2025-04-08T05:45:00Z,MODERATELY_ACTIVE
2025-04-08T05:46:00Z,MODERATELY_ACTIVE
2025-04-08T05:47:00Z,LIGHTLY_ACTIVE
2025-04-08T05:48:00Z,LIGHTLY_ACTIVE
2025-04-08T05:49:00Z,LIGHTLY_ACTIVE
2025-04-08T05:50:00Z,LIGHTLY_ACTIVE
2025-04-08T05:51:00Z,LIGHTLY_ACTIVE
2025-04-08T05:52:00Z,MODERATELY_ACTIVE
2025-04-08T05:53:00Z,SEDENTARY
2025-04-08T05:54:00Z,MODERATELY_ACTIVE
2025-04-08T05:55:00Z,LIGHTLY_ACTIVE
2025-04-08T05:56:00Z,LIGHTLY_ACTIVE
2025-04-08T05:57:00Z,LIGHTLY_ACTIVE
2025-04-08T05:58:00Z,MODERATELY_ACTIVE
2025-04-08T05:59:00Z,SEDENTARY
2025-04-08T06:00:00Z,LIGHTLY_ACTIVE
2025-04-08T06:01:00Z,LIGHTLY_ACTIVE
2025-04-08T06:02:00Z,SEDENTARY
2025-04-08T06:03:00Z,SEDENTARY
2025-04-08T06:04:00Z,SEDENTARY
2025-04-08T06:05:00Z,LIGHTLY_ACTIVE
2025-04-08T06:06:00Z,LIGHTLY_ACTIVE
2025-04-08T06:07:00Z,SEDENTARY
2025-04-08T06:08:00Z,SEDENTARY
2025-04-08T06:09:00Z,SEDENTARY
2025-04-08T06:10:00Z,LIGHTLY_ACTIVE
2025-04-08T06:11:00Z,LIGHTLY_ACTIVE
2025-04-08T06:12:00Z,SEDENTARY
2025-04-08T06:13:00Z,LIGHTLY_ACTIVE
2025-04-08T06:14:00Z,SEDENTARY
2025-04-08T06:15:00Z,SEDENTARY
2025-04-08T06:16:00Z,SEDENTARY
2025-04-08T06:17:00Z,SEDENTARY
2025-04-08T06:18:00Z,SEDENTARY
2025-04-08T06:19:00Z,SEDENTARY
2025-04-08T06:20:00Z,SEDENTARY
2025-04-08T06:21:00Z,SEDENTARY
2025-04-08T06:22:00Z,SEDENTARY
2025-04-08T06:25:00Z,SEDENTARY
2025-04-08T06:26:00Z,SEDENTARY
2025-04-08T06:27:00Z,SEDENTARY
2025-04-08T06:28:00Z,SEDENTARY
2025-04-08T06:29:00Z,SEDENTARY
2025-04-08T06:30:00Z,SEDENTARY
2025-04-08T06:35:00Z,SEDENTARY
2025-04-08T06:36:00Z,SEDENTARY
2025-04-08T06:37:00Z,SEDENTARY
2025-04-08T06:38:00Z,SEDENTARY
2025-04-08T06:39:00Z,SEDENTARY
2025-04-08T06:41:00Z,SEDENTARY
2025-04-08T06:43:00Z,SEDENTARY
2025-04-08T06:45:00Z,SEDENTARY
2025-04-08T06:46:00Z,SEDENTARY
2025-04-08T06:47:00Z,SEDENTARY
2025-04-08T06:49:00Z,SEDENTARY
2025-04-08T06:50:00Z,SEDENTARY
2025-04-08T06:53:00Z,SEDENTARY
2025-04-08T06:56:00Z,SEDENTARY
2025-04-08T06:58:00Z,SEDENTARY
2025-04-08T07:01:00Z,SEDENTARY
2025-04-08T07:11:00Z,SEDENTARY
2025-04-08T07:15:00Z,LIGHTLY_ACTIVE
2025-04-08T07:40:00Z,SEDENTARY
2025-04-08T07:44:00Z,SEDENTARY
2025-04-08T08:05:00Z,SEDENTARY
2025-04-08T08:09:00Z,SEDENTARY
2025-04-08T08:11:00Z,SEDENTARY
2025-04-08T08:19:00Z,SEDENTARY
2025-04-08T08:20:00Z,SEDENTARY
2025-04-08T09:32:00Z,SEDENTARY
2025-04-08T09:33:00Z,SEDENTARY
2025-04-08T09:52:00Z,SEDENTARY
2025-04-08T10:18:00Z,SEDENTARY
2025-04-08T11:19:00Z,SEDENTARY
2025-04-08T11:27:00Z,SEDENTARY
2025-04-08T12:18:00Z,SEDENTARY
2025-04-08T12:21:00Z,SEDENTARY
2025-04-08T13:34:00Z,SEDENTARY
2025-04-08T14:19:00Z,SEDENTARY
2025-04-08T15:15:00Z,SEDENTARY
2025-04-08T15:18:00Z,LIGHTLY_ACTIVE
2025-04-08T15:26:00Z,SEDENTARY
2025-04-08T15:40:00Z,SEDENTARY
2025-04-08T15:41:00Z,SEDENTARY
2025-04-08T15:43:00Z,SEDENTARY
2025-04-08T15:44:00Z,SEDENTARY
2025-04-08T15:45:00Z,SEDENTARY
2025-04-08T15:46:00Z,SEDENTARY
2025-04-08T15:47:00Z,SEDENTARY
2025-04-08T15:48:00Z,LIGHTLY_ACTIVE
2025-04-08T15:49:00Z,LIGHTLY_ACTIVE
2025-04-08T15:50:00Z,LIGHTLY_ACTIVE
2025-04-08T15:51:00Z,LIGHTLY_ACTIVE
2025-04-08T15:52:00Z,LIGHTLY_ACTIVE
2025-04-08T15:53:00Z,LIGHTLY_ACTIVE
2025-04-08T15:54:00Z,SEDENTARY
2025-04-08T15:55:00Z,LIGHTLY_ACTIVE
2025-04-08T15:56:00Z,LIGHTLY_ACTIVE
2025-04-08T16:20:00Z,LIGHTLY_ACTIVE
2025-04-08T16:21:00Z,LIGHTLY_ACTIVE
2025-04-08T16:22:00Z,MODERATELY_ACTIVE
2025-04-08T16:23:00Z,VERY_ACTIVE
2025-04-08T16:24:00Z,VERY_ACTIVE
2025-04-08T16:25:00Z,MODERATELY_ACTIVE
2025-04-08T16:26:00Z,LIGHTLY_ACTIVE
2025-04-08T16:27:00Z,LIGHTLY_ACTIVE
2025-04-08T16:28:00Z,SEDENTARY
2025-04-08T16:29:00Z,LIGHTLY_ACTIVE
2025-04-08T16:30:00Z,LIGHTLY_ACTIVE
2025-04-08T16:31:00Z,LIGHTLY_ACTIVE
2025-04-08T16:32:00Z,LIGHTLY_ACTIVE
2025-04-08T16:33:00Z,SEDENTARY
2025-04-08T16:34:00Z,LIGHTLY_ACTIVE
2025-04-08T16:35:00Z,LIGHTLY_ACTIVE
2025-04-08T16:36:00Z,LIGHTLY_ACTIVE
2025-04-08T16:37:00Z,LIGHTLY_ACTIVE
2025-04-08T16:38:00Z,LIGHTLY_ACTIVE
2025-04-08T16:39:00Z,LIGHTLY_ACTIVE
2025-04-08T16:40:00Z,LIGHTLY_ACTIVE
2025-04-08T16:41:00Z,LIGHTLY_ACTIVE
2025-04-08T16:42:00Z,LIGHTLY_ACTIVE
2025-04-08T16:43:00Z,LIGHTLY_ACTIVE
2025-04-08T16:44:00Z,LIGHTLY_ACTIVE
2025-04-08T16:45:00Z,MODERATELY_ACTIVE
2025-04-08T16:46:00Z,LIGHTLY_ACTIVE
2025-04-08T16:47:00Z,LIGHTLY_ACTIVE
2025-04-08T16:48:00Z,MODERATELY_ACTIVE
2025-04-08T16:49:00Z,MODERATELY_ACTIVE
2025-04-08T16:50:00Z,VERY_ACTIVE
2025-04-08T16:51:00Z,MODERATELY_ACTIVE
2025-04-08T16:52:00Z,SEDENTARY
2025-04-08T16:53:00Z,SEDENTARY
2025-04-08T16:54:00Z,LIGHTLY_ACTIVE
2025-04-08T16:55:00Z,SEDENTARY
2025-04-08T16:56:00Z,SEDENTARY
2025-04-08T16:57:00Z,SEDENTARY
2025-04-08T16:58:00Z,SEDENTARY
2025-04-08T16:59:00Z,LIGHTLY_ACTIVE
2025-04-08T17:00:00Z,SEDENTARY
2025-04-08T17:01:00Z,SEDENTARY
2025-04-08T17:02:00Z,LIGHTLY_ACTIVE
2025-04-08T17:03:00Z,SEDENTARY
2025-04-08T17:04:00Z,LIGHTLY_ACTIVE
2025-04-08T17:05:00Z,LIGHTLY_ACTIVE
2025-04-08T17:06:00Z,SEDENTARY
2025-04-08T17:07:00Z,LIGHTLY_ACTIVE
2025-04-08T17:08:00Z,VERY_ACTIVE
2025-04-08T17:09:00Z,VERY_ACTIVE
2025-04-08T17:10:00Z,VERY_ACTIVE
2025-04-08T17:11:00Z,MODERATELY_ACTIVE
2025-04-08T17:12:00Z,SEDENTARY
2025-04-08T17:13:00Z,LIGHTLY_ACTIVE
2025-04-08T17:14:00Z,LIGHTLY_ACTIVE
2025-04-08T17:15:00Z,SEDENTARY
2025-04-08T17:16:00Z,LIGHTLY_ACTIVE
2025-04-08T17:17:00Z,LIGHTLY_ACTIVE
2025-04-08T17:18:00Z,LIGHTLY_ACTIVE
2025-04-08T17:19:00Z,LIGHTLY_ACTIVE
2025-04-08T17:20:00Z,LIGHTLY_ACTIVE
2025-04-08T17:21:00Z,LIGHTLY_ACTIVE
2025-04-08T17:22:00Z,LIGHTLY_ACTIVE
2025-04-08T17:23:00Z,LIGHTLY_ACTIVE
2025-04-08T17:24:00Z,SEDENTARY
2025-04-08T17:25:00Z,MODERATELY_ACTIVE
2025-04-08T17:26:00Z,SEDENTARY
2025-04-08T17:27:00Z,MODERATELY_ACTIVE
2025-04-08T17:28:00Z,VERY_ACTIVE
2025-04-08T17:29:00Z,VERY_ACTIVE
2025-04-08T17:30:00Z,SEDENTARY
2025-04-08T17:31:00Z,LIGHTLY_ACTIVE
2025-04-08T17:32:00Z,SEDENTARY
2025-04-08T17:33:00Z,SEDENTARY
2025-04-08T17:34:00Z,SEDENTARY
2025-04-08T17:35:00Z,SEDENTARY
2025-04-08T17:36:00Z,LIGHTLY_ACTIVE
2025-04-08T17:37:00Z,SEDENTARY
2025-04-08T17:38:00Z,SEDENTARY
2025-04-08T17:39:00Z,LIGHTLY_ACTIVE
2025-04-08T17:40:00Z,SEDENTARY
2025-04-08T17:41:00Z,SEDENTARY
2025-04-08T17:43:00Z,SEDENTARY
2025-04-08T17:45:00Z,SEDENTARY
2025-04-08T17:47:00Z,SEDENTARY
2025-04-08T17:48:00Z,SEDENTARY
2025-04-08T17:49:00Z,SEDENTARY
2025-04-08T17:50:00Z,SEDENTARY
2025-04-08T17:51:00Z,SEDENTARY
2025-04-08T17:52:00Z,SEDENTARY
2025-04-08T17:53:00Z,SEDENTARY
2025-04-08T17:55:00Z,SEDENTARY
2025-04-08T17:57:00Z,SEDENTARY
2025-04-08T17:58:00Z,SEDENTARY
2025-04-08T17:59:00Z,SEDENTARY
2025-04-08T18:00:00Z,SEDENTARY
2025-04-08T18:01:00Z,SEDENTARY
2025-04-08T18:02:00Z,SEDENTARY
2025-04-08T18:03:00Z,SEDENTARY
2025-04-08T18:04:00Z,SEDENTARY
2025-04-08T18:05:00Z,SEDENTARY
2025-04-08T18:07:00Z,SEDENTARY
2025-04-08T18:09:00Z,SEDENTARY
2025-04-08T18:10:00Z,SEDENTARY
2025-04-08T18:12:00Z,SEDENTARY
2025-04-08T18:13:00Z,LIGHTLY_ACTIVE
2025-04-08T18:14:00Z,SEDENTARY
2025-04-08T18:15:00Z,SEDENTARY
2025-04-08T18:17:00Z,SEDENTARY
2025-04-08T18:18:00Z,SEDENTARY
2025-04-08T18:19:00Z,SEDENTARY
2025-04-08T18:20:00Z,SEDENTARY
2025-04-08T18:21:00Z,SEDENTARY
2025-04-08T18:22:00Z,LIGHTLY_ACTIVE
2025-04-08T18:23:00Z,LIGHTLY_ACTIVE
2025-04-08T18:24:00Z,LIGHTLY_ACTIVE
2025-04-08T18:25:00Z,LIGHTLY_ACTIVE
2025-04-08T18:26:00Z,SEDENTARY
2025-04-08T18:27:00Z,LIGHTLY_ACTIVE
2025-04-08T18:28:00Z,LIGHTLY_ACTIVE
2025-04-08T18:29:00Z,LIGHTLY_ACTIVE
2025-04-08T18:30:00Z,LIGHTLY_ACTIVE
2025-04-08T18:31:00Z,LIGHTLY_ACTIVE
2025-04-08T18:32:00Z,LIGHTLY_ACTIVE
2025-04-08T18:33:00Z,LIGHTLY_ACTIVE
2025-04-08T18:34:00Z,LIGHTLY_ACTIVE
2025-04-08T18:35:00Z,LIGHTLY_ACTIVE
2025-04-08T18:36:00Z,LIGHTLY_ACTIVE
2025-04-08T18:37:00Z,LIGHTLY_ACTIVE
2025-04-08T18:38:00Z,VERY_ACTIVE
2025-04-08T18:39:00Z,MODERATELY_ACTIVE
2025-04-08T18:40:00Z,MODERATELY_ACTIVE
2025-04-08T18:41:00Z,VERY_ACTIVE
2025-04-08T18:42:00Z,VERY_ACTIVE
2025-04-08T18:43:00Z,VERY_ACTIVE
2025-04-08T18:44:00Z,VERY_ACTIVE
2025-04-08T18:45:00Z,VERY_ACTIVE
2025-04-08T18:46:00Z,VERY_ACTIVE
2025-04-08T18:47:00Z,VERY_ACTIVE
2025-04-08T18:48:00Z,VERY_ACTIVE
2025-04-08T18:49:00Z,MODERATELY_ACTIVE
2025-04-08T18:50:00Z,MODERATELY_ACTIVE
2025-04-08T18:51:00Z,VERY_ACTIVE
2025-04-08T18:52:00Z,MODERATELY_ACTIVE
2025-04-08T18:53:00Z,MODERATELY_ACTIVE
2025-04-08T18:54:00Z,LIGHTLY_ACTIVE
2025-04-08T18:55:00Z,LIGHTLY_ACTIVE
2025-04-08T18:56:00Z,LIGHTLY_ACTIVE
2025-04-08T18:57:00Z,LIGHTLY_ACTIVE
2025-04-08T18:58:00Z,LIGHTLY_ACTIVE
2025-04-08T18:59:00Z,SEDENTARY
2025-04-08T19:00:00Z,MODERATELY_ACTIVE
2025-04-08T19:01:00Z,VERY_ACTIVE
2025-04-08T19:02:00Z,VERY_ACTIVE
2025-04-08T19:03:00Z,MODERATELY_ACTIVE
2025-04-08T19:04:00Z,LIGHTLY_ACTIVE
2025-04-08T19:05:00Z,MODERATELY_ACTIVE
2025-04-08T19:06:00Z,MODERATELY_ACTIVE
2025-04-08T19:07:00Z,LIGHTLY_ACTIVE
2025-04-08T19:08:00Z,LIGHTLY_ACTIVE
2025-04-08T19:09:00Z,LIGHTLY_ACTIVE
2025-04-08T19:10:00Z,LIGHTLY_ACTIVE
2025-04-08T19:11:00Z,MODERATELY_ACTIVE
2025-04-08T19:12:00Z,MODERATELY_ACTIVE
2025-04-08T19:13:00Z,MODERATELY_ACTIVE
2025-04-08T19:14:00Z,MODERATELY_ACTIVE
2025-04-08T19:15:00Z,MODERATELY_ACTIVE
2025-04-08T19:16:00Z,LIGHTLY_ACTIVE
2025-04-08T19:17:00Z,SEDENTARY
2025-04-08T19:18:00Z,LIGHTLY_ACTIVE
2025-04-08T19:19:00Z,LIGHTLY_ACTIVE
2025-04-08T19:20:00Z,LIGHTLY_ACTIVE
2025-04-08T19:21:00Z,MODERATELY_ACTIVE
2025-04-08T19:22:00Z,LIGHTLY_ACTIVE
2025-04-08T19:23:00Z,MODERATELY_ACTIVE
2025-04-08T19:24:00Z,MODERATELY_ACTIVE
2025-04-08T19:25:00Z,VERY_ACTIVE
2025-04-08T19:26:00Z,VERY_ACTIVE
2025-04-08T19:27:00Z,MODERATELY_ACTIVE
2025-04-08T19:28:00Z,MODERATELY_ACTIVE
2025-04-08T19:29:00Z,LIGHTLY_ACTIVE
2025-04-08T19:30:00Z,MODERATELY_ACTIVE
2025-04-08T19:31:00Z,LIGHTLY_ACTIVE
2025-04-08T19:32:00Z,LIGHTLY_ACTIVE
2025-04-08T19:33:00Z,MODERATELY_ACTIVE
2025-04-08T19:34:00Z,MODERATELY_ACTIVE
2025-04-08T19:35:00Z,LIGHTLY_ACTIVE
2025-04-08T19:36:00Z,LIGHTLY_ACTIVE
2025-04-08T19:37:00Z,LIGHTLY_ACTIVE
2025-04-08T19:38:00Z,SEDENTARY
2025-04-08T19:39:00Z,LIGHTLY_ACTIVE
2025-04-08T19:40:00Z,LIGHTLY_ACTIVE
2025-04-08T19:41:00Z,SEDENTARY
2025-04-08T19:42:00Z,MODERATELY_ACTIVE
2025-04-08T19:43:00Z,MODERATELY_ACTIVE
2025-04-08T19:44:00Z,MODERATELY_ACTIVE
2025-04-08T19:45:00Z,MODERATELY_ACTIVE
2025-04-08T19:46:00Z,MODERATELY_ACTIVE
2025-04-08T19:47:00Z,SEDENTARY
2025-04-08T19:48:00Z,LIGHTLY_ACTIVE
2025-04-08T19:49:00Z,LIGHTLY_ACTIVE
2025-04-08T19:50:00Z,LIGHTLY_ACTIVE
2025-04-08T19:51:00Z,MODERATELY_ACTIVE
2025-04-08T19:52:00Z,LIGHTLY_ACTIVE
2025-04-08T19:53:00Z,MODERATELY_ACTIVE
2025-04-08T19:54:00Z,VERY_ACTIVE
2025-04-08T19:55:00Z,VERY_ACTIVE
